Task;Grounder;KGE;EmbedSize;WeightLoss_Task;Reasoner_depth;Model_name;Time;train_loss;train_concept_loss;train_task_loss;train_concept_mrr;train_concept_hits@1@1;train_concept_hits@3@3;train_task_mrr;train_task_hits@1@1;train_task_hits@3@3;val_loss;val_concept_loss;val_task_loss;val_concept_mrr;val_concept_hits@1@1;val_concept_hits@3@3;val_task_mrr;val_task_hits@1@1;val_task_hits@3@3;test_loss;test_concept_loss;test_task_loss;test_concept_mrr;test_concept_hits@1@1;test_concept_hits@3@3;test_task_mrr;test_task_hits@1@1;test_task_hits@3@3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
countries_s1;known;complex;100;0.5;1;rnm;[15.43541932106018, 5.014731507616907];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3939, 0.0757];[0.3939, 0.0757];[0.3939, 0.0757];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253]
countries_s1;known;complex;100;0.5;1;dcr;[17.054753684997557, 5.013992210969272];[0.0158, 0.0004];[0.012, 0.0002];[0.0124, 0.0006];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3555, 0.08];[0.3716, 0.0792];[0.3322, 0.0825];[0.9177, 0.0258];[0.872, 0.0371];[0.94, 0.0253];[0.9437, 0.0347];[0.916, 0.0543];[0.952, 0.0325]
countries_s1;known;complex;100;0.5;1;r2n;[13.56661286354065, 0.1397074337932149];[0.0193, 0.0027];[0.0119, 0.0001];[0.0266, 0.0054];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.9983, 0.0008];[0.9966, 0.0015];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.2838, 0.0714];[0.3334, 0.0784];[0.2343, 0.0755];[0.9178, 0.0183];[0.872, 0.024];[0.944, 0.0294];[0.9839, 0.0274];[0.976, 0.0388];[0.988, 0.024]
countries_s1;known;complex;100;0.5;1;sbr;[15.3447274684906, 5.192571721622156];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3939, 0.0757];[0.3939, 0.0757];[0.3939, 0.0757];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253];[0.9215, 0.0259];[0.88, 0.0379];[0.94, 0.0253]
countries_s1;known;complex;100;0.5;1;gsbr;[12.996309900283814, 0.1430424169551796];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3895, 0.0789];[0.3918, 0.0763];[0.3872, 0.0816];[0.9255, 0.0244];[0.888, 0.0349];[0.94, 0.0253];[0.9313, 0.0292];[0.896, 0.0408];[0.944, 0.0294]
countries_s1;known;complex;100;0.5;1;cdcr;[18.219631290435792, 5.165486830785238];[0.0165, 0.0013];[0.0124, 0.0007];[0.0133, 0.0018];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3635, 0.075];[0.3752, 0.0807];[0.3445, 0.0715];[0.9228, 0.0237];[0.884, 0.0344];[0.94, 0.0253];[0.9317, 0.0231];[0.896, 0.0344];[0.952, 0.0299]
countries_s1;known;complex;100;0.5;1;no_reasoner;[12.164213371276855, 0.04716897644346978];[2.5768, 0.0001];[0.0119, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7356, 0.0464];[0.3863, 0.0927];[3.085, 0.0];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;full;complex;100;0.5;1;rnm;[14.65573329925537, 0.06947440360312446];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3776, 0.079];[0.3776, 0.079];[0.3776, 0.079];[0.926, 0.0194];[0.888, 0.0271];[0.944, 0.0294];[0.926, 0.0194];[0.888, 0.0271];[0.944, 0.0294]
countries_s1;full;complex;100;0.5;1;dcr;[24.414842700958253, 6.136518566796715];[0.0191, 0.0006];[0.0119, 0.0001];[0.015, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3774, 0.0645];[0.3839, 0.0749];[0.3595, 0.0541];[0.9229, 0.0268];[0.884, 0.0408];[0.936, 0.0233];[0.9237, 0.0264];[0.884, 0.0408];[0.94, 0.0219]
countries_s1;full;complex;100;0.5;1;r2n;[23.425378847122193, 0.09518363522982634];[0.0132, 0.0001];[0.0119, 0.0001];[0.0145, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3788, 0.0756];[0.3803, 0.0759];[0.3772, 0.0752];[0.9255, 0.022];[0.888, 0.0299];[0.94, 0.0253];[0.9255, 0.0223];[0.888, 0.0299];[0.94, 0.0253]
countries_s1;full;complex;100;0.5;1;sbr;[17.88484501838684, 6.374411516502898];[0.0119, 0.0001];[0.0119, 0.0001];[0.0119, 0.0001];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3776, 0.079];[0.3776, 0.079];[0.3776, 0.079];[0.926, 0.0194];[0.888, 0.0271];[0.944, 0.0294];[0.926, 0.0194];[0.888, 0.0271];[0.944, 0.0294]
countries_s1;full;complex;100;0.5;1;gsbr;[15.343098449707032, 0.09122653797442155];[0.0121, 0.0002];[0.0119, 0.0001];[0.0124, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3541, 0.0694];[0.3575, 0.0723];[0.3506, 0.0666];[0.9277, 0.025];[0.892, 0.0371];[0.94, 0.0253];[0.9277, 0.025];[0.892, 0.0371];[0.94, 0.0253]
countries_s1;full;complex;100;0.5;1;cdcr;[33.66901741027832, 6.237936706120985];[0.0397, 0.0178];[0.0225, 0.0097];[0.0475, 0.0257];[0.9998, 0.0004];[0.9996, 0.0007];[1.0, 0.0];[0.9998, 0.0004];[0.9996, 0.0007];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3398, 0.0636];[0.3166, 0.0833];[0.3536, 0.0547];[0.9283, 0.0198];[0.892, 0.0271];[0.948, 0.024];[0.9479, 0.0241];[0.916, 0.0344];[0.968, 0.0271]
countries_s1;full;complex;100;0.5;1;no_reasoner;[12.101023244857789, 0.12131170016732522];[2.5768, 0.0001];[0.0119, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7356, 0.0464];[0.3863, 0.0927];[3.085, 0.0];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s1;domainbody;complex;100;0.5;1;rnm;[17.072522974014284, 6.508307572861425];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3953, 0.0829];[0.3953, 0.0829];[0.3953, 0.0829];[0.9275, 0.0265];[0.892, 0.0349];[0.94, 0.0253];[0.9275, 0.0265];[0.892, 0.0349];[0.94, 0.0253]
countries_s1;domainbody;complex;100;0.5;1;dcr;[17.756383752822877, 0.23251191680084038];[0.0196, 0.0001];[0.012, 0.0002];[0.0155, 0.0009];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4006, 0.0731];[0.4038, 0.0836];[0.3856, 0.0634];[0.921, 0.0279];[0.88, 0.0358];[0.94, 0.0253];[0.9208, 0.0275];[0.88, 0.0358];[0.94, 0.0253]
countries_s1;domainbody;complex;100;0.5;1;r2n;[21.264059591293336, 6.840531639865193];[0.0134, 0.0002];[0.012, 0.0002];[0.0147, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4009, 0.085];[0.4038, 0.0875];[0.398, 0.0826];[0.9277, 0.0273];[0.892, 0.0371];[0.94, 0.0253];[0.9275, 0.0276];[0.892, 0.0371];[0.94, 0.0253]
countries_s1;domainbody;complex;100;0.5;1;sbr;[13.686551189422607, 0.09720997955913595];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3953, 0.0829];[0.3953, 0.0829];[0.3953, 0.0829];[0.9275, 0.0265];[0.892, 0.0349];[0.94, 0.0253];[0.9275, 0.0265];[0.892, 0.0349];[0.94, 0.0253]
countries_s1;domainbody;complex;100;0.5;1;gsbr;[14.19203519821167, 0.090387337307636];[0.0124, 0.0002];[0.012, 0.0002];[0.0127, 0.0005];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3715, 0.0783];[0.3742, 0.0798];[0.3689, 0.0769];[0.9288, 0.0214];[0.896, 0.0233];[0.94, 0.0253];[0.9286, 0.0216];[0.896, 0.0233];[0.94, 0.0253]
countries_s1;domainbody;complex;100;0.5;1;cdcr;[25.208637380599974, 6.65612229420983];[0.0402, 0.0153];[0.0275, 0.0106];[0.0441, 0.0208];[0.9995, 0.0008];[0.9991, 0.0014];[1.0, 0.0];[0.9995, 0.0008];[0.9991, 0.0014];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3363, 0.0756];[0.3275, 0.084];[0.3363, 0.0744];[0.9249, 0.0217];[0.888, 0.0271];[0.944, 0.0196];[0.9368, 0.017];[0.904, 0.0233];[0.96, 0.0283]
countries_s1;domainbody;complex;100;0.5;1;no_reasoner;[12.093727254867554, 0.04787275684412162];[2.5768, 0.0001];[0.0119, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.607, 0.0074];[0.3456, 0.0125];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7356, 0.0464];[0.3863, 0.0927];[3.085, 0.0];[0.9238, 0.02];[0.884, 0.0233];[0.944, 0.0233];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s2;known;complex;100;0.5;1;rnm;[12.220967197418213, 0.1217244874823269];[0.0122, 0.0002];[0.0122, 0.0002];[0.0122, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.378, 0.0969];[0.378, 0.0969];[0.378, 0.0969];[0.9141, 0.0269];[0.872, 0.0271];[0.932, 0.0483];[0.9141, 0.0269];[0.872, 0.0271];[0.932, 0.0483]
countries_s2;known;complex;100;0.5;1;dcr;[15.262410640716553, 0.16252352986405133];[0.0194, 0.0002];[0.0122, 0.0002];[0.0121, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3781, 0.0972];[0.3709, 0.0972];[0.3708, 0.0972];[0.9153, 0.0254];[0.872, 0.0299];[0.928, 0.0483];[0.9153, 0.0254];[0.872, 0.0299];[0.928, 0.0483]
countries_s2;known;complex;100;0.5;1;r2n;[17.308468103408813, 7.840304293729136];[0.0132, 0.0002];[0.0122, 0.0002];[0.0141, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.353, 0.078];[0.3551, 0.08];[0.3508, 0.0761];[0.9157, 0.027];[0.876, 0.0265];[0.928, 0.0483];[0.9154, 0.0269];[0.876, 0.0265];[0.924, 0.0463]
countries_s2;known;complex;100;0.5;1;sbr;[12.278206968307495, 0.09988540816889974];[0.0122, 0.0002];[0.0122, 0.0002];[0.0122, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.378, 0.0969];[0.378, 0.0969];[0.378, 0.0969];[0.9141, 0.0269];[0.872, 0.0271];[0.932, 0.0483];[0.9141, 0.0269];[0.872, 0.0271];[0.932, 0.0483]
countries_s2;known;complex;100;0.5;1;gsbr;[12.604650115966797, 0.07274069817590893];[0.0122, 0.0002];[0.0122, 0.0002];[0.0121, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.3787, 0.0972];[0.3787, 0.0972];[0.3786, 0.0972];[0.9127, 0.0257];[0.872, 0.0271];[0.932, 0.0483];[0.9127, 0.0257];[0.872, 0.0271];[0.932, 0.0483]
countries_s2;known;complex;100;0.5;1;cdcr;[21.068469047546387, 8.047916875672385];[0.0194, 0.0002];[0.0122, 0.0002];[0.0122, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.38, 0.1006];[0.3728, 0.1007];[0.3728, 0.1006];[0.9149, 0.0274];[0.872, 0.0325];[0.932, 0.0483];[0.9149, 0.0274];[0.872, 0.0325];[0.932, 0.0483]
countries_s2;known;complex;100;0.5;1;no_reasoner;[12.134004163742066, 0.06280789816953787];[2.5769, 0.0001];[0.0122, 0.0002];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.6065, 0.008];[0.346, 0.0141];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7321, 0.0424];[0.3793, 0.0849];[3.085, 0.0];[0.9088, 0.0256];[0.86, 0.0335];[0.944, 0.0388];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
countries_s3;known;complex;100;0.5;1;rnm;[13.827432680130006, 0.04712018397157155];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4542, 0.0454];[0.4542, 0.0454];[0.4542, 0.0454];[0.8303, 0.0201];[0.736, 0.0265];[0.896, 0.0233];[0.8303, 0.0201];[0.736, 0.0265];[0.896, 0.0233]
countries_s3;known;complex;100;0.5;1;dcr;[24.416449069976807, 9.49453686288745];[0.0229, 0.0002];[0.012, 0.0002];[0.0122, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.465, 0.0428];[0.4543, 0.0431];[0.454, 0.0426];[0.8305, 0.0225];[0.736, 0.0294];[0.904, 0.0294];[0.8305, 0.0225];[0.736, 0.0294];[0.904, 0.0294]
countries_s3;known;complex;100;0.5;1;r2n;[16.136480379104615, 0.12171353452531478];[0.0131, 0.0002];[0.012, 0.0002];[0.0142, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4517, 0.0313];[0.4526, 0.031];[0.4508, 0.0316];[0.8301, 0.0149];[0.74, 0.0219];[0.896, 0.0233];[0.8301, 0.0149];[0.74, 0.0219];[0.896, 0.0233]
countries_s3;known;complex;100;0.5;1;sbr;[13.714506101608276, 0.11491658746785008];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4542, 0.0454];[0.4542, 0.0454];[0.4542, 0.0454];[0.8303, 0.0201];[0.736, 0.0265];[0.896, 0.0233];[0.8303, 0.0201];[0.736, 0.0265];[0.896, 0.0233]
countries_s3;known;complex;100;0.5;1;gsbr;[19.6194899559021, 9.965098819631432];[0.012, 0.0002];[0.012, 0.0002];[0.012, 0.0002];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4549, 0.0427];[0.4549, 0.0427];[0.4549, 0.0427];[0.8323, 0.02];[0.74, 0.0253];[0.896, 0.0233];[0.8323, 0.02];[0.74, 0.0253];[0.896, 0.0233]
countries_s3;known;complex;100;0.5;1;cdcr;[23.37151861190796, 0.16448026094552232];[0.0251, 0.0045];[0.0137, 0.0035];[0.015, 0.0056];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.4881, 0.0568];[0.4676, 0.0485];[0.487, 0.0698];[0.8103, 0.0191];[0.7, 0.0283];[0.896, 0.0233];[0.8286, 0.0321];[0.732, 0.0483];[0.9, 0.0253]
countries_s3;known;complex;100;0.5;1;no_reasoner;[12.182907390594483, 0.13206216917513747];[2.5768, 0.0001];[0.012, 0.0001];[5.1416, 0.0];[1.0, 0.0];[1.0, 0.0];[1.0, 0.0];[0.606, 0.0086];[0.3458, 0.015];[1.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[0.0, 0.0];[1.7762, 0.021];[0.4674, 0.0421];[3.085, 0.0];[0.822, 0.0237];[0.716, 0.0344];[0.912, 0.0299];[0.7234, 0.0209];[0.604, 0.015];[0.816, 0.0697]
